WorkStationID;WorkStationName;DistrictDesc;ProvinceDesc;MFL Code;DHIS2 UID;Hims code;Name;Province;District;Constituency;Ward;Zone;Location;Type;Ownership;Ownership type;Operational status;Mobility status;Accesibility;Catchment population head count;Catchment population cso;Number of households;Latitude;Longitude
1158;KAZUNGULA RURAL HEALTH CENTRE;KAZUNGULA;SOUTHERN;1043;bUxoFm34dTx;80050014;MUKUNI RURAL HEALTH CENTRE;SOUTHERN;KAZUNGULA;Katombola;Mukuni;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8,716;7924;2;-17,5346;25,7972
1158;KAZUNGULA RURAL HEALTH CENTRE;KAZUNGULA;SOUTHERN;1096;tNqFVu3zWPz;80050026;SIMANGO RURAL HEALTH CENTRE;SOUTHERN;KAZUNGULA;Katombola;Simango;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8,197;7452;2;-17,28;25,5629
1158;KAZUNGULA RURAL HEALTH CENTRE;KAZUNGULA;SOUTHERN;1081;ay9ZRLr8HwG;80050025;SIKAUNZWE RURAL HEALTH CENTRE;SOUTHERN;KAZUNGULA;Katombola;Sikaunzwe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8,953;8139;2;-17,3361;25,1345
1158;KAZUNGULA RURAL HEALTH CENTRE;KAZUNGULA;SOUTHERN;1127;SstNyFtHAv9;80050006;KAUWE RURAL HEALTH CENTRE;SOUTHERN;KAZUNGULA;Katombola;Kauwe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;22981;20810;4143;-17,0394;26,0913
1158;KAZUNGULA RURAL HEALTH CENTRE;KAZUNGULA;SOUTHERN;1094;v3fw27Yz8oB;80050002;KABUYU RURAL HEALTH CENTRE;SOUTHERN;KAZUNGULA;Katombola;Simango;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7172;6520;1434;-17,2837;25,5951
1158;KAZUNGULA RURAL HEALTH CENTRE;KAZUNGULA;SOUTHERN;1104;SU3bBHSgN7y;80050016;NANYATI RURAL HEALTH CENTRE;SOUTHERN;KAZUNGULA;Katombola;Musokotwane;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7,998;7271;2;-17,2171;25,3967
1161;ST JOSEPHS HOSPICE;LIVINGSTONE;SOUTHERN;1027;jKhrgiXb5T4;80060034;ST. JOSEPH'S HOSPICE;SOUTHERN;LIVINGSTONE;Livingstone;Namatama;;Urban; Hospice;MOH;Public;Functional;Fixed;Open;3467;4273;881;-17,833556;25,884706
1164;KALABA RURAL HEALTH CENTRE;KAPUTA;NORTHERN;3023;jsYdPhERFCI;6002003;KALABA RURAL HEALTH CENTRE;NORTHERN;KAPUTA;Kaputa;Mwawe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7165;7588;1303;-9,1352;29,2214
1164;KALABA RURAL HEALTH CENTRE;KAPUTA;NORTHERN;3042;X5HdpT17FfK;6002008;KASONGOLE RURAL HEALTH CENTRE;NORTHERN;KAPUTA;Kaputa;Nkonta;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;6,479;6,259;1178;-8,8876;29,4758
1164;KALABA RURAL HEALTH CENTRE;KAPUTA;NORTHERN;3071;zYzRTvE8hjZ;6002006;KAPUTA RURAL HEALTH CENTRE;NORTHERN;KAPUTA;Kaputa;Choma;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;24421;23560;4440;-8,4168;29,8717
1165;MUMBI RURAL HEALTH CENTRE;PETAUKE;EASTERN;1820;GTvkqRNd8vD;300700029;MUMBI RURAL HEALTH CENTRE;EASTERN;PETAUKE;Petauke;Ongolwe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;15143;;-14,479107;31,310488
1165;MUMBI RURAL HEALTH CENTRE;PETAUKE;EASTERN;1804;vpkAwSJd059;300700027;MTUKUZI RURAL HEALTH CENTRE;EASTERN;PETAUKE;Kaumbwe;Lusinde;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;7733;;-14,547922;31,522576
1165;MUMBI RURAL HEALTH CENTRE;PETAUKE;EASTERN;1788;YMFtJCnn7SK;300700016;MANYANE RURAL HEALTH CENTRE;EASTERN;PETAUKE;Kaumbwe;Manyane;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;6633;;-14,616913;31,195934
1165;MUMBI RURAL HEALTH CENTRE;PETAUKE;EASTERN;1889;F9iuyIfiQ2H;300700021;MERWE RURAL HEALTH CENTRE;EASTERN;PETAUKE;Petauke;Nsimbo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;6484;;-14,297854;31,187372
1168;GIBSON RURAL HEALTH CENTRE;CHITAMBO;CENTRAL;3688;;10030005;GIBSON RURAL HEALTH CENTER;CENTRAL;CHITAMBO;Chitambo;Lulimala;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;3594;;-12,200411;30,132229
1170;NJASE RURAL HEALTH CLINIC;CHOMA;SOUTHERN;1166;LSZH3i1mAiN;80020025;NJASE RURAL HEALTH CENTRE;SOUTHERN;CHOMA;Choma Central;Kulundana;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;9133;;-16,77996255;26,99124618
1173;CHALABESA RURAL HEALTH CENTRE;MPIKA;MUCHINGA;3405;R7hpoKqVqBT;55070018;NABWALYA RURAL HEALTH CENTRE;MUCHINGA;MPIKA;Mpika;Chifungwe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-12,4179;31,9736
1173;CHALABESA RURAL HEALTH CENTRE;MPIKA;MUCHINGA;2659;GefgVqF6qLA;55070021;ZCA RURAL HEALTH CENTRE;MUCHINGA;MPIKA;Mpika;Lwitikila;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9950;10292;;-11,7049;31,4555
1173;CHALABESA RURAL HEALTH CENTRE;MPIKA;MUCHINGA;3198;;55070002;CHIBANSA RURAL HEALTH CENTRE;MUCHINGA;MPIKA;Mpika;Chishibesonde;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;9999;;-11,9066;31,43653
1173;CHALABESA RURAL HEALTH CENTRE;MPIKA;MUCHINGA;2135;tLWxX4bnKrB;55070011;KASENGA RURAL HEALTH CENTRE;MUCHINGA;MPIKA;Mpika;Nachikufu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;13373;4840;;-12,1188;31,17262
1185;CHALIMBANA RURAL HEALTH CENTRE;CHONGWE;LUSAKA;1498;;50030026;MWALUMINA RURAL HEALTH CENTER;LUSAKA;CHONGWE;Chongwe;Mwalumina;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;5949;;-15,4552;28,8576
1185;CHALIMBANA RURAL HEALTH CENTRE;CHONGWE;LUSAKA;1488;;50030020;LWIMBA RURAL HEALTH CENTER;LUSAKA;CHONGWE;Chongwe;Lwimba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;7815;;-15,5064;28,8176
1185;CHALIMBANA RURAL HEALTH CENTRE;CHONGWE;LUSAKA;1500;;50030031;PALABANA RURAL HEALTH CENTER;LUSAKA;CHONGWE;Chongwe;Palabana;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;6436;;-15,4476;28,535
1185;CHALIMBANA RURAL HEALTH CENTRE;CHONGWE;LUSAKA;1571;;50030011;CHONGWE RURAL HEALTH CENTRE;LUSAKA;CHONGWE;Chongwe;Chongwe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;22917;;-15,3252;28,6795
1185;CHALIMBANA RURAL HEALTH CENTRE;CHONGWE;LUSAKA;3289;;50030003;CHAINDA RURAL HEALTH CENTER;LUSAKA;CHONGWE;Chongwe;Chainda;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;14368;;-15,3233;28,6059
1185;CHALIMBANA RURAL HEALTH CENTRE;CHONGWE;LUSAKA;3294;;50030004;CHALIMBANA RURAL HEALTH ;LUSAKA;CHONGWE;Chongwe;Chalimbana;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;5466;;-15,3864;28,7023
1194;LUSAKA WEST CLINIC;LUSAKA;LUSAKA;4458;;50060156;LUSAKA ADVENTIST CLINIC ;LUSAKA;LUSAKA;Lusaka Central;Independence;;Urban;General clinic;Faith Based ;Private;Functional;Fixed;Open;;;;-15,339104;28,297042
1194;LUSAKA WEST CLINIC;LUSAKA;LUSAKA;4276;;50060156;LUSAKA SDA CLINIC;LUSAKA;LUSAKA;Lusaka Central;Independence;;Urban;General clinic;Faith Based ;Public;Functional;Fixed;Open;;16,134;;-15,422592;28,29540503
1198;KAPOCHE HEALTH POST;LUANGWA;LUSAKA;1624;cu8HVDxIXXH;50050006; KAPOCHE HEALTH POST;LUSAKA;LUANGWA;Feira;Kapoche;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;1093;1179;;-15,21432;30,214537
1199;MASEMU URBAN CLINIC;ITEZHI-TEZHI;SOUTHERN;3486;;100400013;MASEMU URBAN CLINIC;SOUTHERN;ITEZHI-TEZHI;Itezhi-Tezhi;Masemu;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;36817;15157;26062;-15,73997062;26,03300561
1200;SANTA MARIA MISSION HOSPITAL;CHILUBI;NORTHERN;2768;FDu4VtXk7nK;60010015;SANTA MARIA MISSION HOSPITAL;NORTHERN;CHILUBI;Chilubi;Kambashi;Chamakubi Zone;Rural;1st Level Hospital;Faith Based ;Public;Functional;Fixed;Open;43725;31326;10282;-11,127802;30,017
1201;CHILUBI MAIN LAND HOSPITAL;CHILUBI;NORTHERN;2799;m3J528IT5dJ;60010003;CHILUBI MAINLAND DISTRICT HOSPITAL;NORTHERN;CHILUBI;Chilubi;Katamba;;Rural;1st Level Hospital;MOH;Public;Functional;Fixed;Open;145471;116977;30019;-10,970912;30,103231
1217;HILLTOP HOSPITAL  ;LUSAKA;LUSAKA;1518;;50060118;HILL TOP HOSPITAL;LUSAKA;LUSAKA;Lusaka Central;Kabulonga;;Urban;1st Level Hospital;Private;Private;Functional;Fixed;Open;;;;-15,4192;28,3573
1218;CHIPATA FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;1546;sy04jreTFc0;50060046;CHIPATA FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;Mandevu;Chaisa;;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;;;-15,370545;28,294369
1218;CHIPATA FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;1492;HvCdWhbVEvI;50060042;CHILENJE  FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;Kabwata;Chilenje;;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;;;-15,4896;28,33782
1218;CHIPATA FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;1591;ReQP7ysmeuk;50060136;KANYAMA FIRST LEVEL  HOSPITAL;LUSAKA;LUSAKA;Kanyama;Chinyika;;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;;;-15,283;28,2513
1218;CHIPATA FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;1540;CPVAHHBf5qI;50060183;MATERO FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;Matero;Muchinga;;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;131592;27838;-15,372929;28,264467
1218;CHIPATA FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;3898;Hl6F6xRjZO1;50060035;CHAWAMA FIRST LEVEL  HOSPITAL;LUSAKA;LUSAKA;Chawama;Chawama;;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;97958;;-15,4287;28,2898
1226;LUSAKA EYE HOSPITAL;LUSAKA;LUSAKA;4274;MdVZOKJdCaj;50060160;LUSAKA EYE HOSPITAL;LUSAKA;LUSAKA;Chawama;Chawama;;Urban;1st Level Hospital;Private;Private;Functional;Fixed;Open;;;;-15,522995;28,302133
1228;MBERESHI MISSION HOSPITAL ;MWANSABOMBWE;LUAPULA;3304;KArFyCojG3u;40080005;MBERESHI MISSION HOSPITAL;LUAPULA;MWANSABOMBWE;Mwansabombwe;Mbereshi;;Rural;1st Level Hospital;Faith Based ;Public;Functional;Fixed;Open;;;;-9,75308;28,796407
1232;LUANGWA DISTRICT HOSPITAL;LUANGWA;LUSAKA;1558;DqGTPYhHpey;50050012;LUANGWA DISTRICT HOSPITAL;LUSAKA;LUANGWA;Feira;Mandombe;;Rural;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;;;-15,354193;30,225596
1234;MATERO FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;1540;CPVAHHBf5qI;50060183;MATERO FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;Matero;Muchinga;;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;131592;27838;-15,372929;28,264467
1234;MATERO FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;1546;sy04jreTFc0;50060046;CHIPATA FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;Mandevu;Chaisa;;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;;;-15,370545;28,294369
1234;MATERO FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;1591;ReQP7ysmeuk;50060136;KANYAMA FIRST LEVEL  HOSPITAL;LUSAKA;LUSAKA;Kanyama;Chinyika;;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;;;-15,283;28,2513
1234;MATERO FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;3898;Hl6F6xRjZO1;50060035;CHAWAMA FIRST LEVEL  HOSPITAL;LUSAKA;LUSAKA;Chawama;Chawama;;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;97958;;-15,4287;28,2898
1251;UNIVERSITY OF ZAMBIA CLINIC;LUSAKA;LUSAKA;4213;gsNGi4iJfrU;50060281;UNIVERSITY OF ZAMBIA CLINIC;LUSAKA;LUSAKA;Munali;Kalingalinga;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-15,431438;28,30825
1265;CHAWAMA FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;1546;sy04jreTFc0;50060046;CHIPATA FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;Mandevu;Chaisa;;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;;;-15,370545;28,294369
1265;CHAWAMA FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;1591;ReQP7ysmeuk;50060136;KANYAMA FIRST LEVEL  HOSPITAL;LUSAKA;LUSAKA;Kanyama;Chinyika;;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;;;-15,283;28,2513
1265;CHAWAMA FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;1540;CPVAHHBf5qI;50060183;MATERO FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;Matero;Muchinga;;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;131592;27838;-15,372929;28,264467
1265;CHAWAMA FIRST LEVEL HOSPITAL;LUSAKA;LUSAKA;3898;Hl6F6xRjZO1;50060035;CHAWAMA FIRST LEVEL  HOSPITAL;LUSAKA;LUSAKA;Chawama;Chawama;;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;97958;;-15,4287;28,2898
1266;BEIT CURE HOSPITAL;LUSAKA;LUSAKA;4200;oQFmiWAvyr8;50060016;BEIT CURE HOSPITAL;LUSAKA;LUSAKA;Mandevu;Mpulungu;;Urban;1st Level Hospital;Private;Private;Functional;Fixed;Open;;;;-15,404;28,37274
1268;ST. LUKES MISSION HOSPITAL;RUFUNSA;LUSAKA;1472;;50070015;MPANSHYA (ST. LUKE) MISSION HOSPITAL;LUSAKA;RUFUNSA;Rufunsa;Chintimbwi;;Rural;1st Level Hospital;Faith Based ;Public;Functional;Fixed;Open;;;;-15,63925908;29,43340349
1270;ARAKAN CAMP HOSPITAL;LUSAKA;LUSAKA;3914;OqdKs11Ga8R;50060011;ARAKAN CAMP HOSPITAL;LUSAKA;LUSAKA;Lusaka Central;Lubwa;;Urban;1st Level Hospital;ZDF;Public;Functional;Fixed;Open;;;;28,325086;-15,439505
1277;DEFENCE SCHOOL OF HEALTH SCIENCES;LUSAKA;LUSAKA;4466;UQclCcBFFdH;50060347;DEFENCE SCHOOL OF HEALTH SCIENCES CLINIC;LUSAKA;LUSAKA;Matero;Matero;;Urban;Health Centre;ZDF;Public;Functional;Fixed;Open;;;;-15,3823639;28,2779735
1278;LUENA CAMP HOSPITAL;KAOMA;WESTERN;3227;oLx16uCRFTs;90020012;LUENA CAMP HOSPITAL;WESTERN;KAOMA;Kaoma Central;Kashamu;;Rural;Health Centre;ZDF;Public;Functional;Fixed;Open;11253;5946;;-14,841; 24.808
1279;KOHIMA CAMP HOSPITAL;KABWE;CENTRAL;3130;SCZWWD6hSG4;10050028;KOHIMA CAMP HOSPITAL;CENTRAL;KABWE;Kabwe Central;Mpima;;Rural;Health Centre;ZDF;Public;Functional;Fixed;Open;;3241;;;
1284;ZAF SAMORA MACHEL;MBALA;NORTHERN;3534;;60050018;ZAF SAMORA MACHEL CLINIC;NORTHERN;MBALA;Mbala;Mwambezi;;Urban;Health Centre;ZDF;Public;Functional;Fixed;Open;8518;6035;1420;-8,861711;31,335121
1293;CARDINAL ADAM MEMORIAL HOSPITAL;LUSAKA;LUSAKA;4221;x25XDWoKYm8;50060025;CARDINAL ADAMS  HOSPITAL;LUSAKA;LUSAKA;Lusaka Central;Kabulonga;;Urban;1st Level Hospital;Private;Private;Functional;Fixed;Open;;;;-15,4088;28,2785
1298;PEMBA DISTRICT HOSPITAL;PEMBA;SOUTHERN;4593;;80100025;PEMBA MINI HOSPITAL;SOUTHERN;PEMBA;Pemba;Pemba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-16,5203219;27,3652797
1300;NERI CLINIC;CHILANGA;LUSAKA;1574;;50010015;NERI CLINIC;LUSAKA;CHILANGA;Chilanga;Mount Makulu;;Rural;Health Post;Private;Private;Functional;Fixed;Open;;858;;-15,32418;28,143417
1301;CHIPATA DISTRICT HOSPITAL;CHIPATA;EASTERN;2066;DdmbNjda84Y;30020014;CHIPATA DISTRICT HOSPITAL;EASTERN;CHIPATA;Chipata Central;Kanjala;;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;;;-13,64999633;32,58392338
1306;ST. FIDELIS MISSION HOSPITAL;KASAMA;NORTHERN;3941;;60030004;ST. FIDELIS (CHILUBULA) MISSION HOSPITAL;NORTHERN;KASAMA;Kasama Central;Bululu;;Rural;1st Level Hospital;Faith Based ;Public;Functional;Fixed;Open;65695;50902;14302;-10,00654;30,87493
1312;NACHITETE HEALTH POST;CHONGWE;LUSAKA;1595;oUZLRfhpgB2;50030016;KAPETE HEALTH POST;LUSAKA;CHONGWE;Chongwe;Kapete;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;;1869;;-15,274726;28,716095
1312;NACHITETE HEALTH POST;CHONGWE;LUSAKA;1483;;50030027;NACHITETE HEALTH CENTRE;LUSAKA;CHONGWE;Chongwe;Njolwe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;2890;;-15,551219;28,481511
1313;CHILYABALE HEALTH POST;CHONGWE;LUSAKA;1588;sHnu7v8g1dl;50030032;SHIYALA HEALTH POST;LUSAKA;CHONGWE;Chongwe;Kapete;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;;3377;;-15,289236;28,671184
1313;CHILYABALE HEALTH POST;CHONGWE;LUSAKA;3882;;50030008;CHILIYABALE HEALTH POST;LUSAKA;CHONGWE;Chongwe;Manyika;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;;2447;;-15,4521;28,78022
1315;TMS MEDICAL SERVICES LIMITED;LUSAKA;LUSAKA;4287;;50060204;MUTTI MEDICAL SERVICES LIMITED;LUSAKA;LUSAKA;Lusaka Central;Independence;;Urban;General clinic;Private;Private;Functional;Fixed;Open;;;;-15,42039394;28,32445969
1315;TMS MEDICAL SERVICES LIMITED;LUSAKA;LUSAKA;4332;JP28dHx9Z4v;50060240;PREMIUM MEDICAL SERVICES LIMITED;LUSAKA;LUSAKA;Lusaka Central;Independence;;Urban;General clinic;Private;Private;Functional;Fixed;Open;;;;-15,4233353;28,2882911
1329;ST CLARE MISSION CLINIC;LUSAKA;LUSAKA;4227;yjxfRtlP5do;50060060;CLEAR VISION CLINIC;LUSAKA;LUSAKA;Lusaka Central;Independence;;Urban;General clinic;Private;Private;Functional;Fixed;Open;;;;-15,4393;28,36059
1331;LUANSHYA MINE HOSPITAL;LUANSHYA;COPPERBELT;2235;aqwU6OrNaOO;20050016;LUANSHYA MINE HOSPITAL;COPPERBELT;LUANSHYA;Luanshya;Mpelembe;;Urban;1st Level Hospital;Private;Private;Functional;Fixed;Open;;;;-13,129207;28,405794
1334;NASANGE HEALTH POST;MONGU;WESTERN;3502;HxQ3bG5jqBC;90070031;NASANGE HEALTH POST;WESTERN;MONGU;Nalikwanda;Siyowe;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;2251;2019;336;-15,22722;23,65639
1334;NASANGE HEALTH POST;MONGU;WESTERN;3517;dzAEpXQZ2ZB;90070029;NAMENGO HEALTH POST;WESTERN;MONGU;Nalikwanda;Namengo;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;2490;2305;384;-15,73833;23,820769
1334;NASANGE HEALTH POST;MONGU;WESTERN;3525;CxFeCFTJgSD;90070051;LIANDE HEALTH POST;WESTERN;MONGU;Nalikwanda;Namengo;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;1147;1062;177;-15,744946;23,665245
1334;NASANGE HEALTH POST;MONGU;WESTERN;3520;vLQFAeKMNvK;90070044;NAKATO HEALTH POST;WESTERN;MONGU;Nalikwanda;Nakato;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;1591;1473;246;-15,27;23,31306
1334;NASANGE HEALTH POST;MONGU;WESTERN;4538;;90070056;NANDINGA HEALTH POST;WESTERN;MONGU;Nalikwanda;Nalwei;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;718;;120;;
1334;NASANGE HEALTH POST;MONGU;WESTERN;3468;A9eXw0iQqb8;90070006;KAANDE HEALTH POST;WESTERN;MONGU;Mongu Central;Kaande;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;1828;1258;210;-15,243624;23,247098
1334;NASANGE HEALTH POST;MONGU;WESTERN;3473;akQ9NKJDlH7;90070032;NATONGA HEALTH POST;WESTERN;MONGU;Nalikwanda;Nakanyaa;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;2224;2024;337;-15,455453;23,771874
1336;KAFUE GORGE DISTRICT HOSPITAL;CHIKANKATA;SOUTHERN;1404;fAd5i7RMcis;80010008;KAFUE GORGE HOSPITAL;SOUTHERN;CHIKANKATA;Chikankata;Namalundu;;Rural;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;;;-15,8657558;28,4461423
1340;KABWANGA RURAL HEALTH CENTER;MUMBWA;CENTRAL;1682;kdf4bpiDCQo;10090026;NAMBALA RURAL HEALTH CENTRE;CENTRAL;MUMBWA;Mumbwa;Nambala;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5852;5505;;-15,09511;27,0236
1340;KABWANGA RURAL HEALTH CENTER;MUMBWA;CENTRAL;1524;F4VuInUx3sV;10090022;NALUBANDA RURAL HEALTH CENTRE ;CENTRAL;MUMBWA;Nangoma;Nalubanda;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;11571;9811;;-15,4072;27,0726
1340;KABWANGA RURAL HEALTH CENTER;MUMBWA;CENTRAL;1725;QADXTYk1jN8;10090004;KABWANGA RURAL HEALTH CENTRE ;CENTRAL;MUMBWA;Mumbwa;Makebo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5241;4787;;-14,91878;27,02801
1340;KABWANGA RURAL HEALTH CENTER;MUMBWA;CENTRAL;1807;x858lpnvoQu;10090006;KAINDU RURAL HEALTH CENTRE;CENTRAL;MUMBWA;Mumbwa;Kalwanyembe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8,295;8376;;-14,53315;26,91966
1340;KABWANGA RURAL HEALTH CENTER;MUMBWA;CENTRAL;1530;PFzASOCaB2w;10090011;KEEZWA RURAL HEALTH CENTRE;CENTRAL;MUMBWA;Nangoma;Keezwa;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9933;8716;;-15,3837;27,452
1340;KABWANGA RURAL HEALTH CENTER;MUMBWA;CENTRAL;1686;;10090003;CHUNGA RURAL HEALTH CENTRE;CENTRAL;MUMBWA;Mumbwa;Nalusanga;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;945;957;;-15,042;26,0018
1354;KALULU RURAL HEALTH CENTRE;MUNGWI;NORTHERN;2955;XT5s7wg6Xuh;60080005;KALULU RURAL HEALTH CENTRE;NORTHERN;MUNGWI;Malole;Lubala;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8294;5996;;-9,602363;31,991933
1354;KALULU RURAL HEALTH CENTRE;MUNGWI;NORTHERN;2944;ZfAQFHCDSNi;60080011;MAKASA RURAL HEALTH CENTRE;NORTHERN;MUNGWI;Malole;Mpanda;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;19752;13300;;-9,674432;31,875198
1354;KALULU RURAL HEALTH CENTRE;MUNGWI;NORTHERN;2905;kNnX7VenNZI;60080018;NSELUKA RURAL HEALTH CENTRE;NORTHERN;MUNGWI;Malole;Chamfubu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;20088;14931;;-9,933505;31,254675
1354;KALULU RURAL HEALTH CENTRE;MUNGWI;NORTHERN;2890;XCwDf1XmmkO;60080007;KAPOLYO RURAL HEALTH CENTRE;NORTHERN;MUNGWI;Malole;Chambeshi;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8335;9169;1389;-10,112711;31,734388
1354;KALULU RURAL HEALTH CENTRE;MUNGWI;NORTHERN;2909;p8gzxnRsBCm;60080002;CHIMBA RURAL HEALTH CENTRE;NORTHERN;MUNGWI;Malole;Iyaya;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;16404;13245;;-9,892802;31,536705
1354;KALULU RURAL HEALTH CENTRE;MUNGWI;NORTHERN;2897;Mcg9Jg9CxBI;60080004;CHITIMUKULU RURAL HEALTH CENTRE;NORTHERN;MUNGWI;Malole;Fube;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;15806;9232;2634;-10,0188737;31,616153
1354;KALULU RURAL HEALTH CENTRE;MUNGWI;NORTHERN;2885;MK7a8aSlP8b;60080015;NDASA RURAL HEALTH CENTRE;NORTHERN;MUNGWI;Malole;Kalungu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;12650;8413;;-10,122865;31,988025
1354;KALULU RURAL HEALTH CENTRE;MUNGWI;NORTHERN;2918;I5KDwt3lBK2;60080019;PELETI RURAL HEALTH CENTRE;NORTHERN;MUNGWI;Malole;Iyaya;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;11330;6703;;-9,824598;31,861142
1354;KALULU RURAL HEALTH CENTRE;MUNGWI;NORTHERN;2951;Q6Axo5Tk2Xc;60080020;ROSA RURAL HEALTH CENTRE;NORTHERN;MUNGWI;Malole;Fibwe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9687;6709;;-9,633758;31,360043
1354;KALULU RURAL HEALTH CENTRE;MUNGWI;NORTHERN;2927;AfdD3W5tqnJ;60080016;NGOLI RURAL HEALTH CENTRE;NORTHERN;MUNGWI;Malole;Chamfubu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;14223;12946;;-9,796045;31,175598
